/board/view/?id=smartphone&no=4391430&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2016-01-13 12:04:13,Lg... g5 배터리,디자인 간지+탈착 둘다 잡음,956,2017-04-03 22:16:56.409000
/board/view/?id=smartphone&no=4391147&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2016-01-11 23:27:12,LG G5 기대할만하냐?,난 그냥 옛날부터 LG쓰는데V10 좀 싸게 살지G5 넘어갈지 고민된다약정이 애매하게 끝나네,327,2017-04-03 22:16:56.982000
/board/view/?id=smartphone&no=4390183&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2016-01-06 14:23:07,g5에 세컨드 달리면 안되지,V10 후기기종은 개성을 상실하고 단종될듯갤럭시로 치면 s에 펜달려 나오는거지,129,2017-04-03 22:16:57.964000
/board/view/?id=smartphone&no=4390173&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2016-01-06 13:30:06,니들은 G5 스냅820 달고 나오면 살꺼냐?,ㅇㅇ?,216,2017-04-03 22:16:58.530000
/board/view/?id=smartphone&no=4390020&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2016-01-05 17:54:41,판매실적 안좋은 폰은 에지간하면 사지마라,G4봐라.무한부팅으로 8월부터 쌩난린데 좆망했다 싶으니까 엘지에서 쌩까는거 봐라ㅋ정말 좆쥐는 마케팅부터해서 싹 갈아엎는게 유일한 답인 듯 G5 아무리 좋게 나와봐야 삼성 화웨이 따라가긴 이미 글렀음.,349,2017-04-03 22:16:59.248000
/board/view/?id=smartphone&no=4388799&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2015-12-31 20:56:33,엘지제가 좋아지려면 해결해야될게 많지,1. 우선 퀄컴에서 만든 AP가 잘나와야됨 무엇보다 기본이 된다.뉴클런 빠는 새끼 있긴 하지만 잘 만들어야 16나노 스냅드래곤652라고 봐야됨.그냥 ARM에서 사와서 조립만 해도 문제 안생길것 같지만 엘지가 커널을 직접 만들어본 경험이 부족함.2. 디스플레이 품질개선이 필요함. 고해상도로 갈수록 불리해지는 LCD의 단점을 그대로 안고있음디스플레이는 엘지같은 되도않은 소문만 믿고 품질개선을 안함G3와 G4의 발열에 한다리 걸친 이유중 하나. V10은 개선했다는 소문만 들음3. 전작이 망해야됨. 전작이 성공하면 배가불러서 거만하게 깝친다고 펌웨어 버림이부분을 보면 애플이나 삼성은 기업 규모에 비해선 매우 겸손한 편이란게 느껴짐1번과 3번이 충족해서 나온 제품이 G2인걸 보면 G5는 옵지마냥 일체형으로 내놓고 욕만 먹다가 V10 2나 G6에서 잘만들듯V10 2는 1회업그레이드 하고 버림받을 가능성이 매우 높음,125,2017-04-03 22:16:59.780000
/board/view/?id=smartphone&no=4388784&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2015-12-31 19:25:22,lg 괜찮지않냐?,v10에 좀있으면 g5도 나오고tv도 oledtv 잘만들고 화질도 디스플레이의 엘지고노트북도 그램 가볍게 잘만듬세탁기 냉장고는 예전부터 잘했고좋은것가틈 ㅇㅇ,271,2017-04-03 22:17:00.470000
/board/view/?id=smartphone&no=4388716&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2015-12-31 11:53:53,엘쥐 망했네,G5 카메라 디자인이 고잨ㅋㅋㅋㅋㅋㅋㅋ,108,2017-04-03 22:17:01.291000
/board/view/?id=smartphone&no=4388348&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2015-12-29 20:04:36,내년엔 갤7 g5 아폰7등 올해보다 스마트폰  경쟁 치열할듯.싶다,내년엔 갤7 g5 아폰7등 올해보다 스마트폰 경쟁 치열할듯 싶다 올해 스마트폰 경쟁은 사실 재미없었는데 엑시 8890 스냅820 A10 칩등 경쟁 재밌을듯,129,2017-04-03 22:17:02.063000
/board/view/?id=smartphone&no=4388283&page=1&search_pos=-4340000&s_type=search_all&s_keyword=g5,2015-12-29 15:15:08,노트4 S-LTE  특s급 무상AS내년 10월초  실기스 하나없는 저렴히,엘지유플 노트4S 입니다.사진과 같이 제조년일 욜 9월23일이고 10월초개통두달일주일 아주 아주 깨끗한 상태라서 테두리및 액정 버튼 실기스 조차 하나 없습니다..단품 본체만(배터리포함)하시면 41만원 입니다!! 구성다하면 45만5천원번인도 전혀 없습니다!! 액정도 너무 깨끗합니다. 실기스 전혀 사진봐야 같이 없고요.!!가개통급 실물 더 보면 정말 새것같이 자부합니다!! 구성품 강화유리 2개 일반필름1개 아이페이스하드케이스1개 그냥지갑케이스2개이동식무선충전기액정에 낀건 먼지입니다. 미세먼지가 찍힌것 카메라가 좋아서ㅋAS무상 보증기간 내년10월초까지 넉넉하고요.. 그래서상태및as기간이 좋아서 나름 정직한 가격입니다.. 상태나 as기간등 다해서.상태가 특S급이라 생각하심 되고요.그래서 가격을 조금 높게 책정했습니다..삼사 SK KT유심기변 확장기변 가능합니다.. 호환용 기계공기계이니깐요.서울강서 일대 양천구 까치산역 직거래 합니다..그외에 수도권 다른곳 제가가거나 중간지점 직거래는 선입금 3만원 있습니다..정말 제품 상태 견적서 다 가능하오니 정직한 거래합니다.. 010 9594 7757문자주세요.. 문의사항있으면단순변심 반품 절대 안되고구매전 꼼꼼히 살펴보고 직거래 합시다..0109594 7757문자주세요.. 문의사항있으면제품상태나 as기간이 상당히 좋아 455000원 받습니다.. 기타 구성품도 있고요..사은품으로 이동식 충전기 정품 드립니다..토요일 금요일 천안아산 평택권 가능합니다..단 구성품 풀박 사은케이스 충전기 다하면 45만원단품 본체만 하시면 41만원 입니다!!,186,2017-04-03 22:17:02.650000
